uid;addressAdminUnitL1;addressAdminUnitL2;district;addressPostName;addressThoroughfareType;addressThoroughfare;addressLocatorDesignator
{278DCCAA-03DA-4D0D-932F-EE10CBC6BA27};Україна;місто Київ;Святошинський;Київ;вулиця;Івана Дзюби;1
{F00461BE-9A9E-41C8-961E-3AFFAFC4C81E};Україна;місто Київ;Святошинський;Київ;вулиця;Івана Дзюби;15-Б
{094884E4-2B69-43D8-9A5F-87873417E4B3};Україна;місто Київ;Святошинський;Київ;вулиця;Івана Дзюби;11
{4F71694E-3627-439D-A227-31055CCA525E};Україна;місто Київ;Святошинський;Київ;вулиця;Івана Дзюби;3/5
{82ED1521-7616-46C0-A538-60BE96854F20};Україна;місто Київ;Святошинський;Київ;вулиця;Івана Дзюби;23-А
{B19560D6-77A7-4D34-87EF-139E3ED7A2E7};Україна;місто Київ;Святошинський;Київ;вулиця;Івана Дзюби;17
{73C91E4D-74C6-432F-A451-CCD96E871AB8};Україна;місто Київ;Святошинський;Київ;вулиця;Івана Дзюби;23
{994C8C8C-25C2-4FDF-AC68-EA3EC1D6423E};Україна;місто Київ;Дніпровський;Київ;вулиця;Сосницька;8-А
{C41B1771-6B7B-49DE-914D-8160B576503E};Україна;місто Київ;Дніпровський;Київ;вулиця;Сосницька;13
{02C60191-11CC-4924-A522-2EC54F2D3DC7};Україна;місто Київ;Дніпровський;Київ;вулиця;Сосницька;9
{F775C33D-C63B-4D62-ABF0-CFCB49507B61};Україна;місто Київ;Дніпровський;Київ;вулиця;Сосницька;43
{5CE33D80-139E-406D-B5D6-5F419B9B0456};Україна;місто Київ;Дніпровський;Київ;вулиця;Сосницька;7
{CABB15E6-01B5-48B6-8C73-2AA6E3D32FBC};Україна;місто Київ;Дніпровський;Київ;вулиця;Сосницька;5
{F4F09492-1EBF-4E49-97EA-47EE26CC54C8};Україна;місто Київ;Дніпровський;Київ;вулиця;Сосницька;10
{24EA5181-8409-4E04-B961-6629ECA68981};Україна;місто Київ;Дніпровський;Київ;вулиця;Сосницька;15-А
{F63AFC16-29AD-4B01-8EA4-CE9238FB10DB};Україна;місто Київ;Дніпровський;Київ;вулиця;Сосницька;3
{B4CE93DB-275E-4452-AAF6-BF811E2852AC};Україна;місто Київ;Дніпровський;Київ;вулиця;Сосницька;19
{8BD717D1-92AF-4B5D-AA6A-1AD63AA7832D};Україна;місто Київ;Дніпровський;Київ;вулиця;Сосницька;11
{7491D5EC-243D-443B-A51E-20C32BABA49E};Україна;місто Київ;Дарницький;Київ;вулиця;Сортувальна;4
{F4FB0589-C196-4180-A91F-2AB80A671BC7};Україна;місто Київ;Дарницький;Київ;вулиця;Сортувальна;2
{67D487B3-E6D3-4752-AEEF-556FC57966F7};Україна;місто Київ;Печерський;Київ;вулиця;Сорочинська;6
{F1173F7F-AF64-4E09-8692-30F88F4088E8};Україна;місто Київ;Печерський;Київ;вулиця;Сорочинська;18
{50179EC7-8DB2-406E-9A47-436038C0764F};Україна;місто Київ;Печерський;Київ;вулиця;Сорочинська;8
{B9AB7072-4E1E-4FD7-8AE5-21379D718546};Україна;місто Київ;Печерський;Київ;вулиця;Сорочинська;12-А
{B2226C08-49A5-4291-A5D4-7A7D106E661A};Україна;місто Київ;Печерський;Київ;вулиця;Сорочинська;2
{0E9108BC-E216-4E9F-BABD-7775FEF76BB8};Україна;місто Київ;Печерський;Київ;вулиця;Сорочинська;10
{9FA9AD19-3D58-478A-8D7E-03A3C22032DF};Україна;місто Київ;Печерський;Київ;вулиця;Сорочинська;16
{493381C2-69AE-4022-9655-5CBEF72D6A65};Україна;місто Київ;Печерський;Київ;вулиця;Сорочинська;2-А
{DE138802-4F2E-4E21-80A7-E4107AF3C1C6};Україна;місто Київ;Печерський;Київ;вулиця;Сорочинська;12
{F8894F23-4EEC-4E5D-BF1F-339B45D056E7};Україна;місто Київ;Печерський;Київ;вулиця;Сорочинська;14
{2BFABA48-7408-4FFE-BA8D-9A2056AC6272};Україна;місто Київ;Печерський;Київ;вулиця;Сорочинська;4
{6169BA2E-B44C-4F23-93ED-CA71B238E86C};Україна;місто Київ;Печерський;Київ;вулиця;Сорочинська;8-А
{6637F834-08F4-44CE-9869-29C6BDD12F55};Україна;місто Київ;Дарницький;Київ;вулиця;Ісмаїла Гаспринського;5
{ADDBBE04-514C-4510-B958-F7A881CACE5E};Україна;місто Київ;Дарницький;Київ;вулиця;Ісмаїла Гаспринського;15-Б
{A2E6AC82-3A80-4EE3-8002-F394DA82E57F};Україна;місто Київ;Дарницький;Київ;вулиця;Ісмаїла Гаспринського;9
{A47E1FEB-E221-4820-8D8E-00AD73796EAC};Україна;місто Київ;Дарницький;Київ;вулиця;Ісмаїла Гаспринського;3
{46AC9A06-57B4-428E-B8C9-EB6D6A56A6E7};Україна;місто Київ;Дарницький;Київ;вулиця;Ісмаїла Гаспринського;18
{F1E31B81-2BE0-4432-B08E-656A9B8ED8CF};Україна;місто Київ;Дарницький;Київ;вулиця;Ісмаїла Гаспринського;16
{D70BE292-02DA-440D-A5F1-72B6A9F5E202};Україна;місто Київ;Дарницький;Київ;вулиця;Ісмаїла Гаспринського;15
{07466650-C00E-439C-82D5-25F47BC2007B};Україна;місто Київ;Дарницький;Київ;вулиця;Ісмаїла Гаспринського;13
{04248830-7A1F-4F2E-B8E5-8F5EB58BB334};Україна;місто Київ;Шевченківський;Київ;вулиця;Сонячна;13
{15A50D4B-E3EA-4231-B3C1-3DD2C43224D5};Україна;місто Київ;Шевченківський;Київ;вулиця;Сонячна;7-А
{238A5047-FDC2-4A08-B458-DB044A3BA46F};Україна;місто Київ;Шевченківський;Київ;вулиця;Сонячна;3
{A7DB6DBF-4638-496F-93F7-DCECC33135D5};Україна;місто Київ;Шевченківський;Київ;вулиця;Сонячна;16-А
{73F31C08-BB12-4065-9547-30B63001D8C1};Україна;місто Київ;Шевченківський;Київ;вулиця;Сонячна;2/6
{DD94DBFD-6533-498E-A171-F5C1318CD4D5};Україна;місто Київ;Шевченківський;Київ;вулиця;Сонячна;10-А
{6CCF7A14-5C07-44D9-B371-F31D9CD0B2B0};Україна;місто Київ;Шевченківський;Київ;вулиця;Сонячна;5-А
{974A9E26-834A-4D50-BBA3-6F00311F8824};Україна;місто Київ;Шевченківський;Київ;вулиця;Сонячна;15
{52AED570-1953-4367-9ED1-EDC39AD2FA08};Україна;місто Київ;Шевченківський;Київ;вулиця;Сонячна;17
{F8A2B471-B6DA-47D8-9518-BC1B2DEC35BE};Україна;місто Київ;Шевченківський;Київ;вулиця;Сонячна;4-А
{C4FA3968-8FE3-48FD-8715-10398B1DF0A8};Україна;місто Київ;Шевченківський;Київ;вулиця;Сонячна;5
{29D3ACAB-8F2E-4C96-A4DA-9B382805A8AB};Україна;місто Київ;Шевченківський;Київ;вулиця;Сонячна;10
{70562790-663D-4EEE-B505-F7CB73C043DE};Україна;місто Київ;Шевченківський;Київ;вулиця;Сонячна;4
{1C9E8596-4DDC-4803-8C84-EE259CC7475B};Україна;місто Київ;Шевченківський;Київ;вулиця;Сонячна;9
{26FBDBD3-660E-4AC0-95F2-B045DBAAA5B4};Україна;місто Київ;Шевченківський;Київ;вулиця;Сонячна;11
{51D0CA9F-AC3E-4E32-B096-0E3CB71B49D7};Україна;місто Київ;Шевченківський;Київ;вулиця;Сонячна;6
{00F0FA8E-E7F4-4900-9C47-5D5D674F155F};Україна;місто Київ;Шевченківський;Київ;вулиця;Сонячна;8
{5A4FF7CD-6BF2-414D-98FF-F81EAB3B56EF};Україна;місто Київ;Шевченківський;Київ;вулиця;Сонячна;14-А
{6FDD53A6-39B3-4C39-831F-D91E9CB991FC};Україна;місто Київ;Шевченківський;Київ;вулиця;Сонячна;12
{9C3C44E3-88DE-4067-AEDC-AE2D1A523476};Україна;місто Київ;Шевченківський;Київ;вулиця;Сонячна;1/8
{8220F8CF-F51D-4DE8-A385-5A74DDD90F34};Україна;місто Київ;Шевченківський;Київ;вулиця;Сонячна;16
{EE656F08-9F6C-47C7-A1E4-AC0F9EA7FB26};Україна;місто Київ;Шевченківський;Київ;вулиця;Сонячна;14
{64F906B3-FDA1-4C02-882D-FC45DA48E9B9};Україна;місто Київ;Шевченківський;Київ;вулиця;Сонячна;15-А
{0EC13A55-90D4-4330-9740-21FFC58E91BF};Україна;місто Київ;Шевченківський;Київ;вулиця;Сонячна;5-Г
{E625D207-918C-4DD3-AB40-1BDD3A0055DB};Україна;місто Київ;Шевченківський;Київ;вулиця;Соляна;59
{46355592-132A-4477-B679-0B8A9B806884};Україна;місто Київ;Шевченківський;Київ;вулиця;Соляна;70
{F595EF8D-5B1D-4561-B74C-05FA5B30E707};Україна;місто Київ;Шевченківський;Київ;вулиця;Соляна;74-Б
{F358BCCF-5282-44A4-AE4C-E9C0AD95CAB1};Україна;місто Київ;Шевченківський;Київ;вулиця;Соляна;80
{B7F7ED92-4600-4C4E-B8FA-E9A7191E1324};Україна;місто Київ;Шевченківський;Київ;вулиця;Соляна;55
{05D51E64-AF3F-464A-B32B-461DBAD32221};Україна;місто Київ;Шевченківський;Київ;вулиця;Соляна;76-Б
{5FD39AD6-BA56-42F9-B797-972EA2E8BFC1};Україна;місто Київ;Солом'янський;Київ;площа;Солом'янська;2
{F9A808BE-7ECE-4B9E-A2FD-E365758B818C};Україна;місто Київ;Солом'янський;Київ;площа;Солом'янська;2-Б
{25B1F95F-34E2-4608-88FC-74F2B453DF26};Україна;місто Київ;Солом'янський;Київ;вулиця;Солом'янська;17-В
{41CDF74F-DE25-4D1D-BE53-DC106E52E776};Україна;місто Київ;Солом'янський;Київ;вулиця;Солом'янська;23-А
{84355DE3-1ABD-407F-A6BB-4CFB2517CF6F};Україна;місто Київ;Солом'янський;Київ;вулиця;Солом'янська;3
{31D09912-73F4-409F-8235-4F825C8EE0E6};Україна;місто Київ;Солом'янський;Київ;вулиця;Солом'янська;19-А
{C6552EC7-26BA-443E-BC2A-15B76A47BE74};Україна;місто Київ;Солом'янський;Київ;вулиця;Солом'янська;41
{F431BFA3-D031-4AFC-9AB0-901D5519A3EE};Україна;місто Київ;Солом'янський;Київ;вулиця;Солом'янська;34
{834786F4-0CC4-4344-861E-7D2F3AFFC0A2};Україна;місто Київ;Солом'янський;Київ;вулиця;Солом'янська;4/2
{BC2BB14D-46D9-4CBC-A4FD-0990BF133BD1};Україна;місто Київ;Солом'янський;Київ;вулиця;Солом'янська;31
{51EF36F9-3D64-442A-8DC9-4312BAA1E0C2};Україна;місто Київ;Солом'янський;Київ;вулиця;Солом'янська;3-Б
{40F8CE76-5CF0-470A-902D-2454EE6A1C85};Україна;місто Київ;Солом'янський;Київ;вулиця;Солом'янська;6-В
{EA6F88F3-9138-4937-9DD3-A2E061788991};Україна;місто Київ;Солом'янський;Київ;вулиця;Солом'янська;11
{29816DA3-58DC-42D9-A049-4619B977FBDF};Україна;місто Київ;Солом'янський;Київ;вулиця;Солом'янська;32
{77510765-CA03-473C-9759-2250DD5A6C84};Україна;місто Київ;Солом'янський;Київ;вулиця;Солом'янська;13
{892CDD8F-4E33-4D7C-AB7C-EE2DEB27EAF4};Україна;місто Київ;Солом'янський;Київ;вулиця;Солом'янська;3-А
{029B0471-C74D-47C3-AFB1-DFFBDD230157};Україна;місто Київ;Солом'янський;Київ;вулиця;Солом'янська;16-А
{B20DCF19-8A02-4CEF-B501-CD8EE96F4FE2};Україна;місто Київ;Солом'янський;Київ;вулиця;Солом'янська;39
{386F93FE-79EA-402B-B677-AAFE080166B4};Україна;місто Київ;Солом'янський;Київ;вулиця;Солом'янська;16
{6BAFC93C-8446-4157-B44B-A7D0C38B7AEF};Україна;місто Київ;Солом'янський;Київ;вулиця;Солом'янська;30
{58FBB11B-4D3D-4F22-8258-52C64E43CB91};Україна;місто Київ;Солом'янський;Київ;вулиця;Солом'янська;28
{94EA6413-C242-41EF-9ADD-1E1868010EC2};Україна;місто Київ;Солом'янський;Київ;вулиця;Солом'янська;21
{D599CC32-3DB0-40D8-AD1B-932D14D65325};Україна;місто Київ;Солом'янський;Київ;вулиця;Солом'янська;17
{3DD6D1E0-38A2-4E75-91D9-0D1A3D6A0097};Україна;місто Київ;Солом'янський;Київ;вулиця;Солом'янська;40-А
{2B2AB1F4-2EB4-4A48-B235-5A519F95D0D0};Україна;місто Київ;Солом'янський;Київ;вулиця;Солом'янська;20
{9EA3EB13-E5F0-4B2E-BAC9-271A9939A7F5};Україна;місто Київ;Солом'янський;Київ;вулиця;Солом'янська;16-Б
{BE95B0A1-00D9-4732-B3D7-8713F900ABD5};Україна;місто Київ;Солом'янський;Київ;вулиця;Солом'янська;10
{5ECCE163-BE16-4337-8D75-96BA945E8AFE};Україна;місто Київ;Солом'янський;Київ;вулиця;Солом'янська;1-А
{6CF49B24-713A-48C2-9DF1-C899F8E7A8B0};Україна;місто Київ;Солом'янський;Київ;вулиця;Солом'янська;35-А
{9F03EA68-0B54-4F14-914F-B604442257F0};Україна;місто Київ;Солом'янський;Київ;вулиця;Солом'янська;37
{B75B9B18-4C90-41B4-B5DB-36ECF96A98BC};Україна;місто Київ;Солом'янський;Київ;вулиця;Солом'янська;23
{4B29B3AB-8368-4967-917B-4006EE0038B1};Україна;місто Київ;Солом'янський;Київ;вулиця;Солом'янська;27
{D22C6E05-108A-4379-843C-AF28199B15BB};Україна;місто Київ;Солом'янський;Київ;вулиця;Солом'янська;24
{4276BD90-158F-416D-B7A4-8191ED81063A};Україна;місто Київ;Солом'янський;Київ;вулиця;Солом'янська;33-А
{1C8436F5-7CBB-4239-B8E8-1C840DF05137};Україна;місто Київ;Солом'янський;Київ;вулиця;Солом'янська;18-А
{97AB0FF0-3AE0-4FF9-835A-C3A2BBFBC13D};Україна;місто Київ;Солом'янський;Київ;вулиця;Солом'янська;36
{9509DBF7-D7E8-4D7E-BAE2-D3C78634DB2B};Україна;місто Київ;Солом'янський;Київ;вулиця;Солом'янська;5
{DE6F24A1-7651-47D9-8BE6-D86928B73898};Україна;місто Київ;Солом'янський;Київ;вулиця;Солом'янська;11-А
{864B7C61-9D71-405C-AD92-11681853B9EF};Україна;місто Київ;Солом'янський;Київ;вулиця;Солом'янська;33
{96F05761-F827-4438-8D38-6746EC50E2BE};Україна;місто Київ;Солом'янський;Київ;вулиця;Солом'янська;20-Б
{947B943C-60A2-4ED3-95D0-3CF95849B876};Україна;місто Київ;Солом'янський;Київ;вулиця;Солом'янська;8
{67D2F445-C33B-47CA-B504-96F7EBE8AE1E};Україна;місто Київ;Дніпровський;Київ;вулиця;Ігоря Юхновського;29
{9643B070-5FBA-4677-B7A3-3CB3C6222C76};Україна;місто Київ;Солом'янський;Київ;вулиця;Стадіонна;5-Б
{16222A73-9037-40D0-B516-04906830AD6B};Україна;місто Київ;Солом'янський;Київ;вулиця;Стадіонна;17
{54E8C51A-5EC4-457F-A149-50A1A7B2ABCB};Україна;місто Київ;Солом'янський;Київ;вулиця;Стадіонна;14-А
{36E5C4DC-DFD7-4D68-9678-1B22262C1664};Україна;місто Київ;Солом'янський;Київ;вулиця;Стадіонна;5-Б
{8050CE2D-69D3-4137-9013-B3E82BA5F955};Україна;місто Київ;Шевченківський;Київ;вулиця;Вовчогірська;12
{5C137F46-B979-49A6-8F0D-FE077A4CAC44};Україна;місто Київ;Дарницький;Київ;вулиця;Срібнокільська;11-Д
{DB04718C-9E8D-43A0-9C6F-7DDCE3ABBB67};Україна;місто Київ;Дарницький;Київ;вулиця;Срібнокільська;1-А
{ADBFE53D-7F9D-4D54-8414-E7BE5B9F18B2};Україна;місто Київ;Дарницький;Київ;вулиця;Срібнокільська;2-А
{CEF40C9A-E977-4060-AAB6-3EEE78272B0B};Україна;місто Київ;Дарницький;Київ;вулиця;Срібнокільська;24
{F454B199-2377-458C-BE61-DC126440A75F};Україна;місто Київ;Дарницький;Київ;вулиця;Срібнокільська;3-Є
{AAB02B1E-2FE9-41CF-BDD0-F95D2BE502A5};Україна;місто Київ;Дарницький;Київ;вулиця;Срібнокільська;3-Д
{A6BB78CB-A80F-4962-A409-20E22583A2D4};Україна;місто Київ;Дарницький;Київ;вулиця;Срібнокільська;20-В
{4F284756-0B9E-4BD1-B39F-4210A1C241F2};Україна;місто Київ;Дарницький;Київ;вулиця;Срібнокільська;20
{322C76F8-4D7A-4718-BAED-217363F56A42};Україна;місто Київ;Дарницький;Київ;вулиця;Срібнокільська;13
{B697089B-7D56-4515-87BB-4C7C303B69CF};Україна;місто Київ;Дарницький;Київ;вулиця;Срібнокільська;3-В
{FA93AB64-7410-43BC-8B18-C38DF0DC9D18};Україна;місто Київ;Дарницький;Київ;вулиця;Срібнокільська;1-А
{67D677C5-6A2E-40A5-A2D9-4F08B4F1D139};Україна;місто Київ;Дарницький;Київ;вулиця;Срібнокільська;11-Г
{E46D97E4-5A6F-4BAB-B805-31383FE58ECA};Україна;місто Київ;Дарницький;Київ;вулиця;Срібнокільська;3-Б
{B5348618-C978-4136-A85F-DF3B3AD62AE9};Україна;місто Київ;Дарницький;Київ;вулиця;Срібнокільська;1
{6F1636CF-FE23-4932-91B2-2F276D5F1C58};Україна;місто Київ;Дарницький;Київ;вулиця;Срібнокільська;3-А
{DBFABCAA-8ECB-46DC-8F65-6BB6BBA5CE40};Україна;місто Київ;Дарницький;Київ;вулиця;Срібнокільська;14-Б
{47FE726A-D856-4C4A-97A3-15E0E03FE82B};Україна;місто Київ;Дарницький;Київ;вулиця;Срібнокільська;24
{44DE360D-1210-40EE-8EB4-8443FDD207D0};Україна;місто Київ;Дарницький;Київ;вулиця;Срібнокільська;3-Г
{04B2CB47-38B1-4BFE-8B28-8B29925921A0};Україна;місто Київ;Печерський;Київ;площа;Спортивна;1-А
{0844B5E5-5AF0-46F4-A07D-A5DFA2BAD0CB};Україна;місто Київ;Печерський;Київ;площа;Спортивна;2
{64D9825D-73FA-4066-BF5B-7F56E177FDC4};Україна;місто Київ;Печерський;Київ;площа;Спортивна;3
{35957726-589A-4B3A-80E2-EBFD49510A98};Україна;місто Київ;Подільський;Київ;вулиця;Спаська;34
{BDE3650E-75C8-4057-9D0A-A6EB852A1F2A};Україна;місто Київ;Подільський;Київ;вулиця;Спаська;5
{645193DC-4CE6-4397-B6E0-B79405211868};Україна;місто Київ;Подільський;Київ;вулиця;Спаська;10-А
{25D6ED92-4FDC-4EC3-A85D-03A623397A43};Україна;місто Київ;Подільський;Київ;вулиця;Спаська;1/2
{65FD736E-7FD9-4B06-9ACC-D8932F3EC35C};Україна;місто Київ;Подільський;Київ;вулиця;Спаська;35
{AF90EF32-E1A3-4446-B8CF-E7DB4B1D866A};Україна;місто Київ;Подільський;Київ;вулиця;Спаська;32
{F0E3A856-AA31-43A9-ABC5-D82DE98A7B3A};Україна;місто Київ;Подільський;Київ;вулиця;Спаська;26/14
{37401BAC-C568-4A33-B5F6-ED19C0FFBE6E};Україна;місто Київ;Подільський;Київ;вулиця;Спаська;26/14-А
{142A91A5-7030-49A7-9621-BD897F62A5BB};Україна;місто Київ;Подільський;Київ;вулиця;Сошенка;16-В
{417057B4-C7DD-444C-94F9-42DAF57FD2AC};Україна;місто Київ;Подільський;Київ;вулиця;Сошенка;28-Г
{9B27667D-8F74-4C44-B8C5-41F34FCCF651};Україна;місто Київ;Подільський;Київ;вулиця;Сошенка;6-А
{42EA68DB-7CEB-49A6-8FA7-44344E9C1823};Україна;місто Київ;Подільський;Київ;вулиця;Сошенка;16-А
{D1674FFF-9A54-4654-BDB0-4114206FEB82};Україна;місто Київ;Подільський;Київ;вулиця;Сошенка;8-А
{4854A3B6-C2B2-468C-8093-89A25F6543F2};Україна;місто Київ;Святошинський;Київ;вулиця;Соснова;14
{FADE6821-FCCC-4DCE-8C7D-4FD9FA3C4BDE};Україна;місто Київ;Святошинський;Київ;вулиця;Івана Дзюби;14-Б
{43686E7B-C2B1-46F0-9280-8582348CF779};Україна;місто Київ;Святошинський;Київ;вулиця;Івана Дзюби;4
{94C6E3EE-2E0A-4A30-BD9A-4C083941662C};Україна;місто Київ;Святошинський;Київ;вулиця;Івана Дзюби;4
{3090431E-113A-48D0-9028-A452D918D035};Україна;місто Київ;Святошинський;Київ;вулиця;Івана Дзюби;4-А
{144E5012-66D7-44C4-9FBE-277C65FC4CA6};Україна;місто Київ;Дніпровський;Київ;вулиця;Сосницька;17-А
{2BA62213-5489-4D45-82F7-CB6A83F7D60E};Україна;місто Київ;Дніпровський;Київ;вулиця;Сосницька;45
{73FE558A-D73C-4717-9D81-F43A64B7BBCC};Україна;місто Київ;Дніпровський;Київ;вулиця;Сосницька;1/44
{D5306D76-F6C5-4D41-A1D3-31A96573B1D0};Україна;місто Київ;Дніпровський;Київ;вулиця;Сосницька;21
{66278508-4C95-461C-A674-19C78D45E98E};Україна;місто Київ;Дарницький;Київ;вулиця;Сортувальна;5-А
{EF8DE7A5-C016-4E2D-9079-288A2B6D5128};Україна;місто Київ;Дарницький;Київ;вулиця;Сортувальна;24
{6038D314-FEFE-4E0F-A54A-F3DC8C9263ED};Україна;місто Київ;Печерський;Київ;вулиця;Сорочинська;12-Б
{D48D8029-4755-4EC4-B09D-FCE391D8D15A};Україна;місто Київ;Шевченківський;Київ;вулиця;Сонячна;18/20
{DAD56E8B-D990-4F86-B7AB-18BE78BB5379};Україна;місто Київ;Солом'янський;Київ;вулиця;Солом'янська;1-К
{626D0B53-3267-4ECF-8F7D-A39ED56F1920};Україна;місто Київ;Солом'янський;Київ;вулиця;Солом'янська;7
{4C2FB10D-FFEA-4019-B045-13CD507FA788};Україна;місто Київ;Солом'янський;Київ;вулиця;Солом'янська;25-А
{F32FD08D-2AC0-461E-9AC8-B231F504076D};Україна;місто Київ;Солом'янський;Київ;вулиця;Солом'янська;20-В
{3F82FC71-CFA5-4424-AB70-00ECF9955683};Україна;місто Київ;Солом'янський;Київ;вулиця;Солом'янська;20-Г
{4AB650EB-04D2-4582-AB08-F7A918A19B3F};Україна;місто Київ;Солом'янський;Київ;вулиця;Солом'янська;13
{86880980-9BD1-4351-B00B-3A5F6372C7F7};Україна;місто Київ;Солом'янський;Київ;вулиця;Солом'янська;17-Б
{57500292-19A6-4828-B749-02674C7E6A65};Україна;місто Київ;Солом'янський;Київ;вулиця;Солом'янська;20-А
{5158455D-CD87-4F59-B695-3DA1A25AEB0D};Україна;місто Київ;Солом'янський;Київ;вулиця;Солом'янська;7-А
{C4F9DE7C-DDFF-435C-8C76-233B4B356F5C};Україна;місто Київ;Солом'янський;Київ;вулиця;Солом'янська;1
{2344862B-BB17-4AA3-ABD3-622D9F7C512B};Україна;місто Київ;Солом'янський;Київ;вулиця;Солом'янська;7-А
{48793F1C-A2A3-412C-BDAB-77FB749BE0F3};Україна;місто Київ;Солом'янський;Київ;вулиця;Солом'янська;15-А
{733913E6-B984-476B-99F1-A048066D2BDA};Україна;місто Київ;Солом'янський;Київ;вулиця;Солом'янська;41
{101B7292-E304-4EB9-B171-F23896356568};Україна;місто Київ;Солом'янський;Київ;вулиця;Солом'янська;40
{CC544812-0BFB-40A0-9B98-8A41DE5D4C48};Україна;місто Київ;Солом'янський;Київ;вулиця;Солом'янська;38
{E4C67ADC-74C8-4F16-8F10-B59AACFD52E4};Україна;місто Київ;Солом'янський;Київ;вулиця;Солом'янська;17
{4C35904C-DD31-4C86-A7F4-F57C6A650994};Україна;місто Київ;Солом'янський;Київ;вулиця;Солом'янська;2-А
{1E89CE88-AA0F-41D9-BC68-631EA0D3C83B};Україна;місто Київ;Солом'янський;Київ;вулиця;Солом'янська;40/4
{031D0578-7939-4B51-8D44-464CD103744D};Україна;місто Київ;Солом'янський;Київ;вулиця;Солом'янська;19
{42CDA11C-4106-4DAA-B3D6-7D149A6B6188};Україна;місто Київ;Солом'янський;Київ;вулиця;Солом'янська;22
{7B7C38C0-E12E-4FE3-A677-03AAD548BB2E};Україна;місто Київ;Солом'янський;Київ;вулиця;Солом'янська;35
{0C1043DE-C260-4954-B5FA-6DFF8C9B83F7};Україна;місто Київ;Солом'янський;Київ;вулиця;Солом'янська;34-А
{F0875BA7-70EC-491A-AC46-EA732B789822};Україна;місто Київ;Солом'янський;Київ;вулиця;Солом'янська;29
{DD23D85A-70A3-423C-8B15-81B61BB6E711};Україна;місто Київ;Солом'янський;Київ;вулиця;Солом'янська;14
{9934EFC2-20DD-4F87-8D70-FDBC99ED740F};Україна;місто Київ;Солом'янський;Київ;вулиця;Солом'янська;1
{B132792D-0E1B-4AB0-9495-2F22883BE7A7};Україна;місто Київ;Печерський;Київ;вулиця;Соловцова Миколи;23
{73D432A5-64CF-4BB2-AFC5-71A3247A4F24};Україна;місто Київ;Печерський;Київ;вулиця;Соловцова Миколи;9
{E02D71B0-3E3C-46E1-A364-A4E9370F5CF8};Україна;місто Київ;Печерський;Київ;вулиця;Соловцова Миколи;19
{5C5E9995-63EC-4B90-9117-E0BCA55DB26B};Україна;місто Київ;Печерський;Київ;вулиця;Соловцова Миколи;18
{7C975AB1-14E2-4725-AF06-FF4BFEF63DDC};Україна;місто Київ;Печерський;Київ;вулиця;Соловцова Миколи;17
{472179FD-A6CE-4BF9-994C-47C70530CF41};Україна;місто Київ;Печерський;Київ;вулиця;Соловцова Миколи;6
{02998D29-4FA5-4EC4-9C81-FF3CAA2F33D5};Україна;місто Київ;Печерський;Київ;вулиця;Соловцова Миколи;14
{10F3D1CA-CA21-463D-A625-C3D1900D5711};Україна;місто Київ;Печерський;Київ;вулиця;Соловцова Миколи;3
{189A0C02-C818-4D29-B058-47209304C965};Україна;місто Київ;Печерський;Київ;вулиця;Соловцова Миколи;4
{B5CFDF82-C5F1-48BF-879A-442BC2D894F2};Україна;місто Київ;Печерський;Київ;вулиця;Соловцова Миколи;25
{4D1D0BDF-C4AA-474C-9AEC-204935C6F6A2};Україна;місто Київ;Печерський;Київ;вулиця;Соловцова Миколи;27
{5ED59038-09CF-48FA-91D6-32670177B6E7};Україна;місто Київ;Печерський;Київ;вулиця;Соловцова Миколи;5
{5CCAD691-44D7-4FCB-BD2F-E3601DBFB0D7};Україна;місто Київ;Печерський;Київ;вулиця;Соловцова Миколи;29
{6BAAE199-BC59-4979-930C-8EAE1688F3E5};Україна;місто Київ;Печерський;Київ;вулиця;Соловцова Миколи;21
{0A66CC36-0366-461E-A07A-F614795C4CFC};Україна;місто Київ;Печерський;Київ;вулиця;Соловцова Миколи;12
{A750A95A-AA3B-4296-ADC5-00A9DAAD8D52};Україна;місто Київ;Печерський;Київ;вулиця;Соловцова Миколи;16
{96B90893-70A0-40D9-84A6-6CC1ADF1BD23};Україна;місто Київ;Печерський;Київ;вулиця;Соловцова Миколи;10
{A5DFAEF6-E6E8-4C93-886E-45FFEF1EBBF4};Україна;місто Київ;Печерський;Київ;вулиця;Соловцова Миколи;8
{084F3828-B174-4E42-91F2-A05DB6002EDC};Україна;місто Київ;Печерський;Київ;вулиця;Соловцова Миколи;23-А
{6282D1F9-DC69-4E68-AA0A-0C9F059426CB};Україна;місто Київ;Печерський;Київ;вулиця;Соловцова Миколи;11
{04488BF0-DAAD-4209-9391-B0AFA9087F46};Україна;місто Київ;Печерський;Київ;вулиця;Соловцова Миколи;13
{981BE5E8-5AF7-4B66-A920-E69C92CF36AD};Україна;місто Київ;Голосіївський;Київ;вулиця;Солов'їна;15
{288BB154-EC6B-43B7-862E-71E6A8AECD90};Україна;місто Київ;Голосіївський;Київ;вулиця;Солов'їна;35
{34335EC3-4A66-4C89-BAD6-4B2616B65FAB};Україна;місто Київ;Голосіївський;Київ;вулиця;Солов'їна;36
{D7093BCF-7CCC-4E51-A496-B1774A35CF64};Україна;місто Київ;Голосіївський;Київ;вулиця;Солов'їна;16
{B771875F-CA54-4400-9410-430C94ED78DC};Україна;місто Київ;Голосіївський;Київ;вулиця;Солов'їна;2-А
